,KO,name,gene_name
18373,K19022,AP5B1; AP-5 complex subunit beta-1,AP5B1
18374,K19023,"AP5M1, MUDENG; AP-5 complex subunit mu-1","AP5M1, MUDENG"
18375,K19024,AP5S1; AP-5 complex subunit sigma-1,AP5S1
18376,K19025,"AP5Z1, SPG48; AP-5 complex subunit zeta-1","AP5Z1, SPG48"
18377,K19026,SPG11; spatacsin,SPG11
18378,K19027,ZFYVE26; zinc finger FYVE domain-containing protein 26,ZFYVE26
18379,K19028,"PFKFB1; 6-phosphofructo-2-kinase / fructose-2,6-biphosphatase 1 [EC:2.7.1.105 3.1.3.46]",PFKFB1
18380,K19029,"PFKFB2; 6-phosphofructo-2-kinase / fructose-2,6-biphosphatase 2 [EC:2.7.1.105 3.1.3.46]",PFKFB2
18381,K19030,"PFKFB4; 6-phosphofructo-2-kinase / fructose-2,6-biphosphatase 4 [EC:2.7.1.105 3.1.3.46]",PFKFB4
18382,K19031,"CEMIP, KIAA1199; cell migration-inducing and hyaluronan-binding protein [EC:3.2.1.35]","CEMIP, KIAA1199"
18383,K19032,PSRP3; 30S ribosomal protein 3,PSRP3
18384,K19033,"PSRP4, RPS31; 30S ribosomal protein S31","PSRP4, RPS31"
18385,K19034,PSRP5; 50S ribosomal protein 5,PSRP5
18386,K19035,PSRP6; 50S ribosomal protein 6,PSRP6
18387,K19036,IGHMBP2; ATP-dependent RNA/DNA helicase IGHMBP2 [EC:3.6.4.13 5.6.2.3],IGHMBP2
18388,K19037,ATL23; E3 ubiquitin-protein ligase ATL23 [EC:2.3.2.27],ATL23
18389,K19038,ATL41; E3 ubiquitin-protein ligase ATL41 [EC:2.3.2.27],ATL41
18390,K19039,ATL7_58_59; E3 ubiquitin-protein ligase ATL7/58/59 [EC:2.3.2.27],ATL7_58_59
18391,K19040,ATL76S; E3 ubiquitin-protein ligase ATL10/75/76/77/78 [EC:2.3.2.27],ATL76S
18392,K19041,RNF38_44; E3 ubiquitin-protein ligase RNF38/44 [EC:2.3.2.27],RNF38_44
18393,K19042,BOI; E3 ubiquitin-protein ligase BOI and related proteins [EC:2.3.2.27],BOI
18394,K19043,RHF; E3 ubiquitin-protein ligase RHF [EC:2.3.2.27],RHF
18395,K19044,XBAT32_33; E3 ubiquitin-protein ligase XBAT32/33 [EC:2.3.2.27],XBAT32_33
18396,K19045,BB; E3 ubiquitin-protein ligase BIG BROTHER and related proteins [EC:2.3.2.27],BB
18397,K19046,"casB, cse2; CRISPR system Cascade subunit CasB","casB, cse2"
18398,K19047,"tetC; TetR/AcrR family transcriptional regulator, repressor of tetCD",tetC
18399,K19048,symE; toxic protein SymE,symE
18400,K19049,cslA; chondroitin AC lyase [EC:4.2.2.5],cslA
18401,K19050,hepA; heparin lyase [EC:4.2.2.7],hepA
18402,K19051,hepB; heparin/heparan-sulfate lyase [EC:4.2.2.7 4.2.2.8],hepB
18403,K19052,hepC; heparan-sulfate lyase [EC:4.2.2.8],hepC
18404,K19053,cslB; chondroitin B lyase [EC:4.2.2.19],cslB
18405,K19054,FXN; frataxin [EC:1.16.3.1],FXN
18406,K19055,"prdX, proX; Ala-tRNA(Pro) deacylase [EC:3.1.1.-]","prdX, proX"
18407,K19056,"tetD; AraC family transcriptional regulator, transposon Tn10 TetD protein",tetD
18408,K19057,"merD; MerR family transcriptional regulator, mercuric resistance operon regulatory protein",merD
18409,K19058,merC; mercuric ion transport protein,merC
18410,K19059,merE; mercuric ion transport protein,merE
18411,K19060,"mphR; TetR/AcrR family transcriptional regulator, macrolide resistance operon repressor",mphR
18412,K19061,mrx; macrolide resistance protein,mrx
18413,K19062,arr; rifampin ADP-ribosylating transferase,arr
18414,K19063,sat2; streptothricin acetyltransferase [EC:2.3.-.-],sat2
18415,K19064,lysDH; lysine 6-dehydrogenase [EC:1.4.1.18],lysDH
18416,K19065,mobA; 3-hydroxybenzoate 4-monooxygenase [EC:1.14.13.23],mobA
18417,K19066,E1.3.8.10; cyclohex-1-ene-1-carbonyl-CoA dehydrogenase [EC:1.3.8.10],E1.3.8.10
18418,K19067,E1.3.8.11; cyclohexane-1-carbonyl-CoA dehydrogenase [EC:1.3.8.11],E1.3.8.11
18419,K19068,"wbjC; UDP-2-acetamido-2,6-beta-L-arabino-hexul-4-ose reductase [EC:1.1.1.367]",wbjC
18420,K19069,CDH; cellobiose dehydrogenase (acceptor) [EC:1.1.99.18],CDH
18421,K19070,oorA; oxalate oxidoreductase subunit alpha [EC:1.2.7.10],oorA
18422,K19071,oorB; oxalate oxidoreductase subunit beta [EC:1.2.7.10],oorB
18423,K19072,oorD; oxalate oxidoreductase subunit delta [EC:1.2.7.10],oorD
18424,K19073,DVR; divinyl chlorophyllide a 8-vinyl-reductase [EC:1.3.1.75],DVR
18425,K19074,csa2; CRISPR-associated protein Csa2,csa2
18426,K19075,"cst2, cas7; CRISPR-associated protein Cst2","cst2, cas7"
18427,K19076,"cmr2, cas10; CRISPR-associated protein Cmr2","cmr2, cas10"
18428,K19077,"graS; two-component system, OmpR family, sensor histidine kinase GraS [EC:2.7.13.3]",graS
18429,K19078,"graR; two-component system, OmpR family, response regulator protein GraR",graR
18430,K19079,vraF; cationic antimicrobial peptide transport system ATP-binding protein,vraF
18431,K19080,vraG; cationic antimicrobial peptide transport system permease protein,vraG
18432,K19081,"braS, bceS; two-component system, OmpR family, sensor histidine kinase BraS/BceS [EC:2.7.13.3]","braS, bceS"
18433,K19082,"braR, bceR; two-component system, OmpR family, response regulator protein BraR/BceR","braR, bceR"
18434,K19083,"braD, bceA; bacitracin transport system ATP-binding protein","braD, bceA"
18435,K19084,"braE, bceB; bacitracin transport system permease protein","braE, bceB"
18436,K19085,csa1; CRISPR-associated protein Csa1,csa1
18437,K19086,"csa4, cas8a2; CRISPR-associated protein Csa4","csa4, cas8a2"
18438,K19087,csa5; CRISPR-associated protein Csa5,csa5
18439,K19088,"cst1, cas8a; CRISPR-associated protein Cst1","cst1, cas8a"
18440,K19089,cas5a_b_c; CRISPR-associated protein Cas5a/b/c,cas5a_b_c
18441,K19090,cas5t; CRISPR-associated protein Cas5t,cas5t
18442,K19091,cas6; CRISPR-associated endoribonuclease Cas6 [EC:3.1.-.-],cas6
18443,K19092,parE1_3_4; toxin ParE1/3/4,parE1_3_4
18444,K19093,parE2; toxin ParE2,parE2
18445,K19094,parD2; antitoxin ParD2,parD2
18446,K19095,blaCMY-1; beta-lactamase class C CMY-1 [EC:3.5.2.6],blaCMY-1
18447,K19096,blaCMY-2; beta-lactamase class C CMY-2 [EC:3.5.2.6],blaCMY-2
18448,K19097,blaVEB; beta-lactamase class A VEB [EC:3.5.2.6],blaVEB
18449,K19098,blaOXA-9; beta-lactamase class D OXA-9 [EC:3.5.2.6],blaOXA-9
18450,K19099,blaGIM; metallo-beta-lactamase class B GIM [EC:3.5.2.6],blaGIM
18451,K19100,blaDHA; beta-lactamase class C DHA [EC:3.5.2.6],blaDHA
18452,K19101,blaFOX; beta-lactamase class C FOX [EC:3.5.2.6],blaFOX
18453,K19102,nocA; nocardicin nonribosomal peptide synthetase NocA,nocA
18454,K19103,nocB; nocardicin nonribosomal peptide synthetase NocB,nocB
18455,K19104,nat; isonocardicin synthase [EC:2.5.1.38],nat
18456,K19105,nocJ; nocardicin-A epimerase [EC:5.1.1.14],nocJ
18457,K19106,nocL; nocardicin N-oxygenase [EC:1.14.13.-],nocL
18458,K19107,tabB; putative acetyltransferase [EC:2.3.1.-],tabB
18459,K19108,tabA; decarboxylase [EC:4.1.1.-],tabA
18460,K19109,tblS; putative beta-lactam synthetase,tblS
18461,K19110,tblC; putative 2-oxoglutarate oxygenase,tblC
18462,K19111,tabP; putative tabtoxin peptidase [EC:3.4.-.-],tabP
18463,K19112,"tblF, tabS; L-Amino acid ligase [EC:6.3.2.-]","tblF, tabS"
18464,K19113,ttr; acetyltransferase [EC:2.3.1.-],ttr
18465,K19114,csh1; CRISPR-associated protein Csh1,csh1
18466,K19115,csh2; CRISPR-associated protein Csh2,csh2
18467,K19116,cas5h; CRISPR-associated protein Cas5h,cas5h
18468,K19117,"csd1, cas8c; CRISPR-associated protein Csd1","csd1, cas8c"
18469,K19118,"csd2, cas7; CRISPR-associated protein Csd2","csd2, cas7"
18470,K19119,cas5d; CRISPR-associated protein Cas5d,cas5d
18471,K19120,csc1; CRISPR-associated protein Csc1,csc1
18472,K19121,csc2; CRISPR-associated protein Csc2,csc2
18473,K19122,csc3; CRISPR-associated protein Csc3,csc3
18474,K19123,"casA, cse1; CRISPR system Cascade subunit CasA","casA, cse1"
18475,K19124,"casC, cse4; CRISPR system Cascade subunit CasC","casC, cse4"
18476,K19125,"casD, cse5; CRISPR system Cascade subunit CasD","casD, cse5"
18477,K19126,"casE, cse3; CRISPR system Cascade subunit CasE","casE, cse3"
18478,K19127,csy1; CRISPR-associated protein Csy1,csy1
18479,K19128,csy2; CRISPR-associated protein Csy2,csy2
18480,K19129,csy3; CRISPR-associated protein Csy3,csy3
18481,K19130,"csy4, cas6f; CRISPR-associated endonuclease Csy4 [EC:3.1.-.-]","csy4, cas6f"
18482,K19131,csb1; CRISPR-associated protein Csb1,csb1
18483,K19132,csb2; CRISPR-associated protein Csb2,csb2
18484,K19133,csb3; CRISPR-associated protein Csb3,csb3
18485,K19134,csx10; CRISPR-associated protein Csx10,csx10
18486,K19135,csx14; CRISPR-associated protein Csx14,csx14
18487,K19136,csx17; CRISPR-associated protein Csx17,csx17
18488,K19137,csn2; CRISPR-associated protein Csn2,csn2
18489,K19138,csm2; CRISPR-associated protein Csm2,csm2
18490,K19139,csm4; CRISPR-associated protein Csm4,csm4
18491,K19140,csm5; CRISPR-associated protein Csm5,csm5
18492,K19141,cmr5; CRISPR-associated protein Cmr5,cmr5
18493,K19142,cmr6; CRISPR-associated protein Cmr6,cmr6
18494,K19143,csx1; CRISPR-associated protein Csx1,csx1
18495,K19144,csx3; CRISPR-associated protein Csx3,csx3
18496,K19145,csx16; CRISPR-associated protein Csx16,csx16
18497,K19146,csaX; CRISPR-associated protein CsaX,csaX
18498,K19147,mcrC; 5-methylcytosine-specific restriction enzyme subunit McrC,mcrC
18499,K19148,tisB; small toxic protein TisB,tisB
18500,K19149,ibsA; small toxic protein IbsA,ibsA
18501,K19150,ibsB; small toxic protein IbsB,ibsB
18502,K19151,ibsC; small toxic protein IbsC,ibsC
18503,K19152,ibsD; small toxic protein IbsD,ibsD
18504,K19153,ibsE; small toxic protein IbsE,ibsE
18505,K19154,shoB; small toxic protein ShoB,shoB
18506,K19155,yhaV; toxin YhaV [EC:3.1.-.-],yhaV
18507,K19156,"prlF, sohA; antitoxin PrlF","prlF, sohA"
18508,K19157,yafQ; mRNA interferase YafQ [EC:3.1.-.-],yafQ
18509,K19158,yoeB; toxin YoeB [EC:3.1.-.-],yoeB
18510,K19159,yefM; antitoxin YefM,yefM
18511,K19160,yafO; mRNA interferase YafO [EC:3.1.-.-],yafO
18512,K19161,yafN; antitoxin YafN,yafN
18513,K19162,tomB; hha toxicity modulator TomB,tomB
18514,K19163,ccdB; toxin CcdB,ccdB
18515,K19164,ccdA; antitoxin CcdA,ccdA
18516,K19165,phd; antitoxin Phd,phd
18517,K19166,higB; mRNA interferase HigB [EC:3.1.-.-],higB
18518,K19167,abiQ; protein AbiQ,abiQ
18519,K19168,cptA; toxin CptA,cptA
18520,K19169,dndB; DNA sulfur modification protein DndB,dndB
18521,K19170,dndC; DNA sulfur modification protein DndC,dndC
18522,K19171,dndD; DNA sulfur modification protein DndD,dndD
18523,K19172,dndE; DNA sulfur modification protein DndE,dndE
18524,K19173,dptF; DNA phosphorothioation-dependent restriction protein DptF,dptF
18525,K19174,dptG; DNA phosphorothioation-dependent restriction protein DptG,dptG
18526,K19175,dptH; DNA phosphorothioation-dependent restriction protein DptH,dptH
18527,K19176,FAAH2; fatty acid amide hydrolase 2 [EC:3.5.1.99],FAAH2
18528,K19177,NUS1; dehydrodolichyl diphosphate syntase complex subunit NUS1 [EC:2.5.1.87],NUS1
18529,K19178,HELQ; POLQ-like helicase [EC:5.6.2.4],HELQ
18530,K19179,GDE1; glycerophosphoinositol glycerophosphodiesterase [EC:3.1.4.44],GDE1
18531,K19180,tll; dTDP-6-deoxy-L-talose 4-dehydrogenase (NAD+) [EC:1.1.1.339],tll
18532,K19181,"afr; 1,5-anhydro-D-fructose reductase (1,5-anhydro-D-mannitol-forming) [EC:1.1.1.292]",afr
18533,K19182,FGAOX3; chanoclavine-I aldehyde reductase [EC:1.3.1.100],FGAOX3
18534,K19183,FGAFS; festuclavine dehydrogenase [EC:1.5.1.44],FGAFS
18535,K19184,FGAAT; fumigaclavine B O-acetyltransferase [EC:2.3.1.205],FGAAT
18536,K19185,kdhA; 6-hydroxypseudooxynicotine dehydrogenase subunit alpha [EC:1.5.99.14],kdhA
18537,K19186,kdhB; 6-hydroxypseudooxynicotine dehydrogenase subunit beta [EC:1.5.99.14],kdhB
18538,K19187,kdhL; 6-hydroxypseudooxynicotine dehydrogenase subunit gamma [EC:1.5.99.14],kdhL
18539,K19188,"dhponh; 2,6-dihydroxypseudooxynicotine hydrolase [EC:3.7.1.19]",dhponh
18540,K19189,"dhpH; 2,6-dihydroxypyridine 3-monooxygenase [EC:1.14.13.10]",dhpH
18541,K19190,nboR; nicotine blue oxidoreductase [EC:1.1.1.328],nboR
18542,K19191,mabO; 4-methylaminobutanoate oxidase (formaldehyde-forming) [EC:1.5.3.19],mabO
18543,K19192,SAP130; histone deacetylase complex subunit SAP130,SAP130
18544,K19193,SAP25; histone deacetylase complex subunit SAP25,SAP25
18545,K19194,"ARID4A, RBP1; AT-rich interactive domain-containing protein 4A","ARID4A, RBP1"
18546,K19195,ARID4B; AT-rich interactive domain-containing protein 4B,ARID4B
18547,K19196,BRMS1; breast cancer metastasis-suppressor 1 and related proteins,BRMS1
18548,K19197,ING1; inhibitor of growth protein 1,ING1
18549,K19198,ING2; inhibitor of growth protein 2,ING2
18550,K19199,SETD3; protein-histidine N-methyltransferase [EC:2.1.1.85],SETD3
18551,K19200,IAL; isopenicillin-N N-acyltransferase like protein,IAL
18552,K19201,"SUDS3, SAP45; Sin3 histone deacetylase corepressor complex component SDS3","SUDS3, SAP45"
18553,K19202,SAP30; histone deacetylase complex subunit SAP30,SAP30
18554,K19203,pimS1; pimaricinolide synthase PimS1,pimS1
18555,K19204,pimS2; pimaricinolide synthase PimS2,pimS2
18556,K19205,pimS3; pimaricinolide synthase PimS3,pimS3
18557,K19206,pimS4; pimaricinolide synthase PimS4,pimS4
18558,K19207,fscD; candicidin polyketide synthase FscD,fscD
18559,K19208,fscE; candicidin polyketide synthase FscE,fscE
18560,K19209,blaOXA-42; beta-lactamase class D OXA-42 [EC:3.5.2.6],blaOXA-42
18561,K19210,blaOXA-61; beta-lactamase class D OXA-61 [EC:3.5.2.6],blaOXA-61
18562,K19211,blaOXA-62; beta-lactamase class D OXA-62 [EC:3.5.2.6],blaOXA-62
18563,K19212,blaOXA-63; beta-lactamase class D OXA-63 [EC:3.5.2.6],blaOXA-63
18564,K19213,blaOXA-12; beta-lactamase class D OXA-12 [EC:3.5.2.6],blaOXA-12
18565,K19214,blaACC; beta-lactamase class C ACC [EC:3.5.2.6],blaACC
18566,K19215,blaACT_MIR; beta-lactamase class C ACT/MIR [EC:3.5.2.6],blaACT_MIR
18567,K19216,blaIND; metallo-beta-lactamase class B IND [EC:3.5.2.6],blaIND
18568,K19217,blaCARB-17; beta-lactamase class A CARB-17 [EC:3.5.2.6],blaCARB-17
18569,K19218,"blaCARB-5; beta-lactamase class A CARB-5, RTG family [EC:3.5.2.6]",blaCARB-5
18570,K19219,JMJD7; peptidyl-lysine (3S)-dioxygenase / protease [EC:1.14.11.63 3.4.-.-],JMJD7
18571,K19220,cwlS; peptidoglycan DL-endopeptidase CwlS [EC:3.4.-.-],cwlS
18572,K19221,"cobA, btuR; cob(I)alamin adenosyltransferase [EC:2.5.1.17]","cobA, btuR"
18573,K19222,"menI, DHNAT; 1,4-dihydroxy-2-naphthoyl-CoA hydrolase [EC:3.1.2.28]","menI, DHNAT"
18574,K19223,"lytF, cwlE; peptidoglycan DL-endopeptidase LytF [EC:3.4.-.-]","lytF, cwlE"
18575,K19224,"lytE, cwlF; peptidoglycan DL-endopeptidase LytE [EC:3.4.-.-]","lytE, cwlF"
18576,K19225,gluP; rhomboid protease GluP [EC:3.4.21.105],gluP
18577,K19226,sapA; cationic peptide transport system substrate-binding protein,sapA
18578,K19227,sapB; cationic peptide transport system permease protein,sapB
18579,K19228,sapC; cationic peptide transport system permease protein,sapC
18580,K19229,sapD; cationic peptide transport system ATP-binding protein,sapD
18581,K19230,sapF; cationic peptide transport system ATP-binding protein,sapF
18582,K19231,bmaC; fibronectin-binding autotransporter adhesin,bmaC
18583,K19232,btaE; hyaluronate-binding autotransporter adhesin,btaE
18584,K19233,btaF; ECM component-binding autotransporter adhesin,btaF
18585,K19234,"ynhG; L,D-transpeptidase YnhG",ynhG
18586,K19235,"ybiS; L,D-transpeptidase YbiS",ybiS
18587,K19236,"ycfS; L,D-transpeptidase YcfS",ycfS
18588,K19237,kgp; gingipain K [EC:3.4.22.47],kgp
18589,K19238,pmrD; signal transduction protein PmrD,pmrD
18590,K19239,sapZ; predicted membrane protein,sapZ
18591,K19240,sic; inhibitor of complement-mediated lysis,sic
18592,K19241,ELMO3; engulfment and cell motility protein 3,ELMO3
18593,K19242,"citR; LysR family transcriptional regulator, repressor for citA",citR
18594,K19243,azf; NAD+ dependent glucose-6-phosphate dehydrogenase [EC:1.1.1.388],azf
18595,K19244,ala; alanine dehydrogenase [EC:1.4.1.1],ala
18596,K19245,JLP1; sulfonate dioxygenase [EC:1.14.11.-],JLP1
18597,K19246,loxA; arachidonate 15-lipoxygenase [EC:1.13.11.33],loxA
18598,K19247,HN; Respirovirus hemagglutinin-neuraminidase [EC:3.2.1.18],HN
18599,K19248,VP1; Polyomaviridae major capsid protein VP1,VP1
18600,K19249,VP4; Rotavirus outer capsid protein VP4,VP4
18601,K19250,S1; Mammalian orthoreovirus 3 outer capsid protein sigma-1,S1
18602,K19251,HA; Influenza A virus hemagglutinin,HA
18603,K19252,"VP1; Dependoparvovirus capsid protein VP1, adeno-associated virus type",VP1
18604,K19253,"HE, HEF; Influenza C virus hemagglutinin-esterase-fusion glycoprotein [EC:3.1.1.53]","HE, HEF"
18605,K19254,S; Coronaviridae (excluding betacoronavirus) spike glycoprotein,S
18606,K19255,gB; Herpesviridae envelope glycoprotein B,gB
18607,K19256,gC; Simplexvirus envelope glycoprotein C,gC
18608,K19257,"gM, UL10; Herpesviridae envelope glycoprotein M","gM, UL10"
18609,K19258,tat; HIV protein Tat,tat
18610,K19259,env; Deltaretrovirus envelope glycoprotein gp62,env
18611,K19260,L1; Papillomaviridae major capsid protein L1,L1
18612,K19261,F; Pneumoviridae fusion glycoprotein F0,F
18613,K19262,L5; Mastadenovirus fiber protein,L5
18614,K19263,A27L; Orthopoxvirus protein A27,A27L
18615,K19264,gD; Simplexvirus envelope glycoprotein D,gD
18616,K19265,gpr; L-glyceraldehyde 3-phosphate reductase [EC:1.1.1.-],gpr
18617,K19266,E1.2.1.22; lactaldehyde dehydrogenase [EC:1.2.1.22],E1.2.1.22
18618,K19267,qorB; NAD(P)H dehydrogenase (quinone) [EC:1.6.5.2],qorB
18619,K19268,"glmE, mutE, mamB; methylaspartate mutase epsilon subunit [EC:5.4.99.1]","glmE, mutE, mamB"
18620,K19269,"PGP, PGLP; phosphoglycolate phosphatase [EC:3.1.3.18 3.1.3.48]","PGP, PGLP"
18621,K19270,hxpA; mannitol-1-/sugar-/sorbitol-6-phosphatase [EC:3.1.3.22 3.1.3.23 3.1.3.50],hxpA
18622,K19271,catA; chloramphenicol O-acetyltransferase type A [EC:2.3.1.28],catA
18623,K19272,aph3-I; aminoglycoside 3'-phosphotransferase I [EC:2.7.1.95],aph3-I
18624,K19273,sat4; streptothricin acetyltransferase [EC:2.3.-.-],sat4
18625,K19274,aph3-VI; aminoglycoside 3'-phosphotransferase VI [EC:2.7.1.95],aph3-VI
18626,K19275,aac3-II; aminoglycoside 3-N-acetyltransferase II [EC:2.3.1.81],aac3-II
18627,K19276,aac3-IV; aminoglycoside 3-N-acetyltransferase IV [EC:2.3.1.81],aac3-IV
18628,K19277,aac3-VI; aminoglycoside 3-N-acetyltransferase VI [EC:2.3.1.81],aac3-VI
18629,K19278,aac6-Ib; aminoglycoside 6'-N-acetyltransferase Ib [EC:2.3.1.82],aac6-Ib
18630,K19279,ant9; aminoglycoside 9-adenylyltransferase [EC:2.7.7.-],ant9
18631,K19280,mct; succinyl-CoA:mesaconate CoA transferase [EC:2.8.3.26],mct
18632,K19281,mcl; beta-methylmalyl-CoA/(S)-malyl-CoA lyase [EC:4.1.3.24],mcl
18633,K19282,aceB; bifunctional (S)-malyl-CoA lyase/thioesterase [EC:4.1.3.24 3.1.2.30],aceB
18634,K19283,ACPP; prostatic acid phosphatase [EC:3.1.3.2 3.1.3.5],ACPP
18635,K19284,ACPT; testicular acid phosphatase [EC:3.1.3.2],ACPT
18636,K19285,nfrA1; FMN reductase (NADPH) [EC:1.5.1.38],nfrA1
18637,K19286,nfrA2; FMN reductase [NAD(P)H] [EC:1.5.1.39],nfrA2
18638,K19287,"env, gp160; HIV envelope glycoprotein gp160","env, gp160"
18639,K19288,p130; Alphavirus structral polyprotein,p130
18640,K19289,PMP22; peripheral myelin protein 22,PMP22
18641,K19290,alg8; mannuronan synthase [EC:2.4.1.33],alg8
18642,K19291,alg44; mannuronan synthase [EC:2.4.1.33],alg44
18643,K19292,algK; alginate biosynthesis protein AlgK,algK
18644,K19293,algX; alginate biosynthesis protein AlgX,algX
18645,K19294,algI; alginate O-acetyltransferase complex protein AlgI,algI
18646,K19295,algJ; alginate O-acetyltransferase complex protein AlgJ,algJ
18647,K19296,algF; alginate O-acetyltransferase complex protein AlgF,algF
18648,K19297,"subA; subtilase cytotoxin, subunit A",subA
18649,K19298,"subB, artB, pltB; subtilase cytotoxin, subunit B","subB, artB, pltB"
18650,K19299,aph3-III; aminoglycoside 3'-phosphotransferase III [EC:2.7.1.95],aph3-III
18651,K19300,aph3-II; aminoglycoside 3'-phosphotransferase II [EC:2.7.1.95],aph3-II
18652,K19301,aac6-II; aminoglycoside 6'-N-acetyltransferase II [EC:2.3.1.82],aac6-II
18653,K19302,bcrC; undecaprenyl-diphosphatase [EC:3.6.1.27],bcrC
18654,K19303,mepH; murein DD-endopeptidase [EC:3.4.-.-],mepH
18655,K19304,mepM; murein DD-endopeptidase [EC:3.4.24.-],mepM
18656,K19305,NPII; deuterolysin [EC:3.4.24.39],NPII
18657,K19306,BUD23; 18S rRNA (guanine1575-N7)-methyltransferase [EC:2.1.1.309],BUD23
18658,K19307,BMT5; 25S rRNA (uracil2634-N3)-methyltransferase [EC:2.1.1.313],BMT5
18659,K19308,BMT6; 25S rRNA (uracil2843-N3)-methyltransferase [EC:2.1.1.312],BMT6
18660,K19309,bcrA; bacitracin transport system ATP-binding protein,bcrA
18661,K19310,bcrB; bacitracin transport system permease protein,bcrB
18662,K19311,lipV; lipase [EC:3.1.1.-],lipV
18663,K19312,pccB; acetyl-CoA/propionyl-CoA carboxylase carboxyl transferase subunit [EC:6.4.1.2 6.4.1.3 2.1.3.15],pccB
18664,K19313,apmA; aminocyclitol acetyltransferase [EC:2.3.-.-],apmA
18665,K19314,sat3; streptothricin acetyltransferase [EC:2.3.-.-],sat3
18666,K19315,aph3-XV; aminoglycoside 3'-phosphotransferase XV [EC:2.7.1.95],aph3-XV
18667,K19316,blaIMI; beta-lactamase class A IMI [EC:3.5.2.6],blaIMI
18668,K19317,blaBEL; beta-lactamase class A BEL [EC:3.5.2.6],blaBEL
18669,K19318,blaOXA-213; beta-lactamase class D OXA-213 [EC:3.5.2.6],blaOXA-213
18670,K19319,blaOXA-134; beta-lactamase class D OXA-134 [EC:3.5.2.6],blaOXA-134
18671,K19320,blaOXA-211; beta-lactamase class D OXA-211 [EC:3.5.2.6],blaOXA-211
18672,K19321,blaOXA-214; beta-lactamase class D OXA-214 [EC:3.5.2.6],blaOXA-214
18673,K19322,blaOXA-229; beta-lactamase class D OXA-229 [EC:3.5.2.6],blaOXA-229
18674,K19323,ATXN10; ataxin-10,ATXN10
18675,K19324,BEAN1; protein BEAN1,BEAN1
18676,K19325,ZNF592; zinc finger protein 592,ZNF592
18677,K19326,SYNE1; nesprin-1,SYNE1
18678,K19327,"ANO10, TMEM16K; anoctamin-10","ANO10, TMEM16K"
18679,K19328,SYT14_16; synaptotagmin-14/16,SYT14_16
18680,K19329,WWOX; WW domain-containing oxidoreductase,WWOX
18681,K19330,RUBCN; run domain Beclin-1 interacting and cysteine-rich containing protein,RUBCN
18682,K19331,BSND; barttin (chloride channel Ka/b beta subunit),BSND
18683,K19332,MKS1; Meckel syndrome type 1 protein,MKS1
18684,K19333,"kdgR; IclR family transcriptional regulator, KDG regulon repressor",kdgR
18685,K19334,tabA; biofilm protein TabA,tabA
18686,K19335,"bdcR; TetR/AcrR family transcriptional regulator, repressor for divergent bdcA",bdcR
18687,K19336,bdcA; cyclic-di-GMP-binding biofilm dispersal mediator protein,bdcA
18688,K19337,"hexR; RpiR family transcriptional regulator, carbohydrate utilization regulator",hexR
18689,K19338,"nac; LysR family transcriptional regulator, nitrogen assimilation regulatory protein",nac
18690,K19339,"nosR; NosR/NirI family transcriptional regulator, nitrous oxide reductase regulator",nosR
18691,K19340,nosF; Cu-processing system ATP-binding protein,nosF
18692,K19341,nosY; Cu-processing system permease protein,nosY
18693,K19342,nosL; copper chaperone NosL,nosL
18694,K19343,"nirI; NosR/NirI family transcriptional regulator, nitrite reductase regulator",nirI
18695,K19344,nirC; cytochrome c55X,nirC
18696,K19345,nirF; protein NirF,nirF
18697,K19346,SYNE2; nesprin-2,SYNE2
18698,K19347,SUN1_2; SUN domain-containing protein 1/2,SUN1_2
18699,K19348,"TMEM67, MKS3; meckelin","TMEM67, MKS3"
18700,K19349,vga; pleuromutilin/lincosamide/streptogramin A transport system ATP-binding/permease protein,vga
18701,K19350,lsa; lincosamide and streptogramin A transport system ATP-binding/permease protein,lsa
18702,K19351,mpl; zinc metalloproteinase [EC:3.4.24.-],mpl
18703,K19352,CC2D2A; coiled-coil and C2 domain-containing protein 2A,CC2D2A
18704,K19353,eptC; heptose-I-phosphate ethanolaminephosphotransferase [EC:2.7.8.-],eptC
18705,K19354,waaH; heptose III glucuronosyltransferase [EC:2.4.1.-],waaH
18706,K19355,"MAN; mannan endo-1,4-beta-mannosidase [EC:3.2.1.78]",MAN
18707,K19356,E1.14.99.54; lytic cellulose monooxygenase (C1-hydroxylating) [EC:1.14.99.54],E1.14.99.54
18708,K19357,CELB; cellulase [EC:3.2.1.4],CELB
18709,K19358,HCVgp1; HCV polyprotein,HCVgp1
18710,K19360,NPHP3; nephrocystin-3,NPHP3
18711,K19361,TCTN2; tectonic-2,TCTN2
18712,K19362,TMEM231; transmembrane protein 231,TMEM231
18713,K19363,LITAF; lipopolysaccharide-induced tumor necrosis factor-alpha factor,LITAF
18714,K19364,"NIPA1, SLC57A1; magnesium transporter NIPA1","NIPA1, SLC57A1"
18715,K19365,BSCL2; seipin,BSCL2
18716,K19366,SPG20; spartin,SPG20
18717,K19367,SPG21; maspardin,SPG21
18718,K19368,ZFYVE27; protrudin,ZFYVE27
18719,K19369,HSPB11; heat shock protein beta-11,HSPB11
18720,K19370,DNAJC22; DnaJ homolog subfamily C member 22,DNAJC22
18721,K19371,DNAJC25; DnaJ homolog subfamily C member 25,DNAJC25
18722,K19372,DNAJC27; DnaJ homolog subfamily C member 27,DNAJC27
18723,K19373,DNAJC28; DnaJ homolog subfamily C member 28,DNAJC28
