gene name,#,KO,thrshld,score,E-value,KO definition,distance
HalanaerosulfPsrA1,*,K08352,591.5,601.3,2.2e-181,thiosulfate reductase / polysulfide reductase chain A [EC:1.8.5.5],1478.0
HalanaerosulfPsrA2,*,K08352,591.5,674.4,1.7e-203,thiosulfate reductase / polysulfide reductase chain A [EC:1.8.5.5],1533.0
HalanaerosulfTtrA,*,K08357,722.33,1069.6,0.0,tetrathionate reductase subunit A,1762.0
HalaprisaliPsrA,*,K08352,591.5,624.1,2.7999999999999998e-188,thiosulfate reductase / polysulfide reductase chain A [EC:1.8.5.5],1460.0
HalaprisaliTtrA,*,K08357,722.33,1117.8,0.0,tetrathionate reductase subunit A,1721.0
HaliscomehydroFdhNAD,*,K00123,858.47,932.3,2.5e-281,formate dehydrogenase major subunit [EC:1.17.1.9],1587.0
HalobellimiTtrA,*,K08357,722.33,1117.4,0.0,tetrathionate reductase subunit A,1727.0
HalobihaloTtrA,*,K08357,722.33,1089.3,0.0,tetrathionate reductase subunit A,1720.0
HalobilaciAioA,*,K08356,724.13,780.7,1.4e-235,arsenite oxidase large subunit [EC:1.20.2.1 1.20.9.1],1536.0
HalobilaciTtrA,*,K08357,722.33,1089.1,0.0,tetrathionate reductase subunit A,1728.0
HalobinitratPsrA,*,K08352,591.5,630.4,3.5e-190,thiosulfate reductase / polysulfide reductase chain A [EC:1.8.5.5],1466.0
HalocynthiarctiAioA,*,K08356,724.13,1071.3,0.0,arsenite oxidase large subunit [EC:1.20.2.1 1.20.9.1],1508.0
HalodesulfurformPsrA1,*,K08352,591.5,620.6,3.4e-187,thiosulfate reductase / polysulfide reductase chain A [EC:1.8.5.5],1472.0
HalodesulfurformPsrA2,*,K08352,591.5,685.9,5.9000000000000004e-207,thiosulfate reductase / polysulfide reductase chain A [EC:1.8.5.5],1513.0
HalodesulfurformTtrA,*,K08357,722.33,1053.9,0.0,tetrathionate reductase subunit A,1759.0
HalogeorufuTtrA,*,K08357,722.33,1114.4,0.0,tetrathionate reductase subunit A,1749.0
HalogranamyloTtrA,*,K08357,722.33,1102.8,0.0,tetrathionate reductase subunit A,1755.0
HalolampelaTtrA,*,K08357,722.33,1121.4,0.0,tetrathionate reductase subunit A,1734.0
HalolamrubraTtrA,*,K08357,722.33,1124.7,0.0,tetrathionate reductase subunit A,1753.0
HalomonaestAioA,*,K08356,724.13,1178.3,0.0,arsenite oxidase large subunit [EC:1.20.2.1 1.20.9.1],1520.0
HalomonalkaliTtrA,*,K08357,722.33,1429.8,0.0,tetrathionate reductase subunit A,1656.0
HalomonbolivieAioA,*,K08356,724.13,1175.9,0.0,arsenite oxidase large subunit [EC:1.20.2.1 1.20.9.1],1526.0
HalomonbolivieArrA,*,K08352,591.5,665.8,7.300000000000001e-201,thiosulfate reductase / polysulfide reductase chain A [EC:1.8.5.5],1507.0
HalomonchromatArrA,*,K08352,591.5,679.0,7.099999999999999e-205,thiosulfate reductase / polysulfide reductase chain A [EC:1.8.5.5],1512.0
HalomongudaTtrA,*,K08357,722.33,1431.2,0.0,tetrathionate reductase subunit A,1661.0
HalomonilicTtrA,*,K08357,722.33,1412.9,0.0,tetrathionate reductase subunit A,1661.0
HalomonmeriTtrA,*,K08357,722.33,1426.0,0.0,tetrathionate reductase subunit A,1662.0
HalomonxianhenFdhNAD,*,K00123,858.47,1047.3,0.0,formate dehydrogenase major subunit [EC:1.17.1.9],1596.0
HalopiaswaTtrA,*,K08357,722.33,1088.5,0.0,tetrathionate reductase subunit A,1716.0
HalorhodhaloArrA,*,K08352,591.5,664.9,1.3e-200,thiosulfate reductase / polysulfide reductase chain A [EC:1.8.5.5],1524.0
HalorhodhaloPsrA,*,K08352,591.5,757.5,1.3e-228,thiosulfate reductase / polysulfide reductase chain A [EC:1.8.5.5],1435.0
HaloripersTtrA,*,K08357,722.33,1106.7,0.0,tetrathionate reductase subunit A,1729.0
HalorukocuTtrA,*,K08357,722.33,1119.9,0.0,tetrathionate reductase subunit A,1737.0
HalorupersTtrA,*,K08357,722.33,1120.4,0.0,tetrathionate reductase subunit A,1762.0
HalorutebenAioA,*,K08356,724.13,795.9,3.6999999999999996e-240,arsenite oxidase large subunit [EC:1.20.2.1 1.20.9.1],1534.0
HalorutrapTtrA,*,K08357,722.33,1116.3,0.0,tetrathionate reductase subunit A,1756.0
HalorutropTtrA,*,K08357,722.33,1124.1,0.0,tetrathionate reductase subunit A,1763.0
HaloruvacuoPsrA1,*,K08352,591.5,640.6,2.9e-193,thiosulfate reductase / polysulfide reductase chain A [EC:1.8.5.5],1470.0
HaloruvacuoPsrA2,*,K08352,591.5,616.4,6.100000000000001e-186,thiosulfate reductase / polysulfide reductase chain A [EC:1.8.5.5],1477.0
HaloterrsacchTtrA,*,K08357,722.33,1091.2,0.0,tetrathionate reductase subunit A,1714.0
HelicoapodeNapA,*,K02567,776.8,1331.4,0.0,nitrate reductase (cytochrome) [EC:1.9.6.1],1600.0
HelicocanadPsrA,*,K08352,591.5,838.4,4.6e-253,thiosulfate reductase / polysulfide reductase chain A [EC:1.8.5.5],1501.0
HelicomusteNapA,*,K02567,776.8,1332.4,0.0,nitrate reductase (cytochrome) [EC:1.9.6.1],1614.0
HelicopameNapA,*,K02567,776.8,1318.4,0.0,nitrate reductase (cytochrome) [EC:1.9.6.1],1640.0
HelicowingPsrA,*,K08352,591.5,850.9,7.8e-257,thiosulfate reductase / polysulfide reductase chain A [EC:1.8.5.5],1484.0
HerbaspaquatiNasA,*,K00372,1068.0,1297.6,0.0,assimilatory nitrate reductase catalytic subunit [EC:1.7.99.-],1571.0
HerbaspchloroAioA,*,K08356,724.13,1178.0,0.0,arsenite oxidase large subunit [EC:1.20.2.1 1.20.9.1],1554.0
HerbasphuttiNasA,*,K00372,1068.0,1303.0,0.0,assimilatory nitrate reductase catalytic subunit [EC:1.7.99.-],1559.0
HerbasprhizoNasA,*,K00372,1068.0,1303.6,0.0,assimilatory nitrate reductase catalytic subunit [EC:1.7.99.-],1601.0
HerbasprubriFdhNAD,*,K00123,858.47,1066.5,0.0,formate dehydrogenase major subunit [EC:1.17.1.9],1646.0
HerbaspseropediFdhNAD,*,K00123,858.47,1067.2,0.0,formate dehydrogenase major subunit [EC:1.17.1.9],1637.0
HerminarseniAioA,*,K08356,724.13,1180.1,0.0,arsenite oxidase large subunit [EC:1.20.2.1 1.20.9.1],1535.0
Hippealvi1FdhNAD,*,K05299,1213.8,1232.1,0.0,formate dehydrogenase (NADP+) alpha subunit [EC:1.17.1.10],1592.0
Hippealvi1FdhNAD,*,K00123,858.47,1074.1,0.0,formate dehydrogenase major subunit [EC:1.17.1.9],1592.0
Hippealvi1FdhNAD,*,K22516,981.17,991.2,1.7e-299,formate dehydrogenase (coenzyme F420) alpha subunit [EC:1.17.98.3 1.8.98.6],1592.0
HippealviPsrA,*,K08352,591.5,832.3,3.2999999999999996e-251,thiosulfate reductase / polysulfide reductase chain A [EC:1.8.5.5],1454.0
HippejasonPsrA,*,K08352,591.5,818.7,4.3e-247,thiosulfate reductase / polysulfide reductase chain A [EC:1.8.5.5],1473.0
HistophsomniTtrA,*,K08357,722.33,1501.5,0.0,tetrathionate reductase subunit A,1641.0
HumiroseaAioA,*,K08356,724.13,1165.0,0.0,arsenite oxidase large subunit [EC:1.20.2.1 1.20.9.1],1501.0
HydrogenicaldiAioA,*,K08356,724.13,1046.8,0.0,arsenite oxidase large subunit [EC:1.20.2.1 1.20.9.1],1580.0
HydrogenicaldiNapA,*,K02567,776.8,1326.3,0.0,nitrate reductase (cytochrome) [EC:1.9.6.1],1664.0
HydrogenithermoNapA,*,K02567,776.8,1309.4,0.0,nitrate reductase (cytochrome) [EC:1.9.6.1],1623.0
HydrogenithermoPsrA,*,K08352,591.5,875.1,3.7e-264,thiosulfate reductase / polysulfide reductase chain A [EC:1.8.5.5],1486.0
HylemongraciliFdhNAD,*,K00123,858.47,1074.4,0.0,formate dehydrogenase major subunit [EC:1.17.1.9],1626.0
HyphonitratiNapA,*,K02567,776.8,1436.5,0.0,nitrate reductase (cytochrome) [EC:1.9.6.1],1517.0
HyunjejuPsrA,*,K08352,591.5,847.6,7.5e-256,thiosulfate reductase / polysulfide reductase chain A [EC:1.8.5.5],1436.0
IdeodechlorClrA,*,K17050,2072.87,2181.6,0.0,selenate/chlorate reductase subunit alpha [EC:1.97.1.9 1.97.1.1],1607.0
IgnavialbumPsrA,*,K08352,591.5,896.6,1.2e-270,thiosulfate reductase / polysulfide reductase chain A [EC:1.8.5.5],1468.0
IgnavialbumTtrA,*,K08357,722.33,1093.3,0.0,tetrathionate reductase subunit A,1725.0
IlyobacpolyFdhNAD,*,K00123,858.47,994.7,3.4999999999999995e-300,formate dehydrogenase major subunit [EC:1.17.1.9],1571.0
InhelinkyonNapA,*,K02567,776.8,1461.3,0.0,nitrate reductase (cytochrome) [EC:1.9.6.1],1535.0
IodofluviaNapA,*,K02567,776.8,1434.2,0.0,nitrate reductase (cytochrome) [EC:1.9.6.1],1562.0
IsosphaepalliFdhNAD,*,K00123,858.47,1083.3,0.0,formate dehydrogenase major subunit [EC:1.17.1.9],1638.0
Janthinlivi1NasA,*,K00372,1068.0,1285.2,0.0,assimilatory nitrate reductase catalytic subunit [EC:1.7.99.-],1533.0
JanthinliviTtrA,*,K08357,722.33,1458.7,0.0,tetrathionate reductase subunit A,1691.0
JanthinsvalNasA,*,K00372,1068.0,1287.5,0.0,assimilatory nitrate reductase catalytic subunit [EC:1.7.99.-],1521.0
JanthinsvalTtrA,*,K08357,722.33,1458.0,0.0,tetrathionate reductase subunit A,1698.0
JejupallPsrA,*,K08352,591.5,850.3,1.2e-256,thiosulfate reductase / polysulfide reductase chain A [EC:1.8.5.5],1408.0
KaistgranuNapA,*,K02567,776.8,1422.0,0.0,nitrate reductase (cytochrome) [EC:1.9.6.1],1544.0
KilolaminaNapA,*,K02567,776.8,1485.2,0.0,nitrate reductase (cytochrome) [EC:1.9.6.1],1543.0
KilolitopeNapA,*,K02567,776.8,1487.5,0.0,nitrate reductase (cytochrome) [EC:1.9.6.1],1542.0
KitasatatroaurNasC,*,K00372,1068.0,1130.2,0.0,assimilatory nitrate reductase catalytic subunit [EC:1.7.99.-],1384.0
KitasatmediociNasC,*,K00372,1068.0,1114.9,0.0,assimilatory nitrate reductase catalytic subunit [EC:1.7.99.-],1357.0
KlebsioxytoTtrA,*,K08357,722.33,1537.5,0.0,tetrathionate reductase subunit A,1646.0
Klebsipneu1FdhH,*,K22015,921.03,1345.4,0.0,formate dehydrogenase (hydrogenase) [EC:1.17.98.4 1.17.98.-],1423.0
Klebsipneu1FdhN,*,K08348,1823.1,1980.9,0.0,"formate dehydrogenase-N, alpha subunit [EC:1.17.5.3]",1651.0
Klebsipneu1NasA,*,K00372,1068.0,1157.4,0.0,assimilatory nitrate reductase catalytic subunit [EC:1.7.99.-],1526.0
KlebsipneuTtrA,*,K08357,722.33,1469.9,0.0,tetrathionate reductase subunit A,1643.0
KlebsivariiFdhN,*,K08348,1823.1,1975.8,0.0,"formate dehydrogenase-N, alpha subunit [EC:1.17.5.3]",1656.0
KribelsoliFdhNAD,*,K00123,858.47,1016.6,0.0,formate dehydrogenase major subunit [EC:1.17.1.9],1577.0
KuenenstuttgarFdhNAD,*,K05299,1213.8,1298.5,0.0,formate dehydrogenase (NADP+) alpha subunit [EC:1.17.1.10],1581.0
KuenenstuttgarFdhNAD,*,K00123,858.47,1004.2,4.8e-303,formate dehydrogenase major subunit [EC:1.17.1.9],1581.0
LabilifiliPsrA,*,K08352,591.5,838.2,5.4000000000000006e-253,thiosulfate reductase / polysulfide reductase chain A [EC:1.8.5.5],1425.0
LabilimanganPsrA,*,K08352,591.5,825.0,5.3e-249,thiosulfate reductase / polysulfide reductase chain A [EC:1.8.5.5],1423.0
LaribachongTtrA,*,K08357,722.33,1444.2,0.0,tetrathionate reductase subunit A,1652.0
LebetinatsuNapA,*,K02567,776.8,1309.7,0.0,nitrate reductase (cytochrome) [EC:1.9.6.1],1636.0
LecleradecarTtrA,*,K08357,722.33,1496.6,0.0,tetrathionate reductase subunit A,1652.0
LeeiaoryzaFdhNAD,*,K00123,858.47,1074.3,0.0,formate dehydrogenase major subunit [EC:1.17.1.9],1613.0
LeisincaeruNapA,*,K02567,776.8,1467.4,0.0,nitrate reductase (cytochrome) [EC:1.9.6.1],1544.0
LeisingaquaFdhNAD,*,K00123,858.47,1041.3,0.0,formate dehydrogenase major subunit [EC:1.17.1.9],1617.0
LeisingaquaNapA,*,K02567,776.8,1470.9,0.0,nitrate reductase (cytochrome) [EC:1.9.6.1],1551.0
LeptoboryanaNasC,*,K00367,1035.97,1184.2,0.0,ferredoxin-nitrate reductase [EC:1.7.7.2],1434.0
LeptothricholoNapA,*,K02567,776.8,1457.4,0.0,nitrate reductase (cytochrome) [EC:1.9.6.1],1543.0
LeucomucorFdhNAD,*,K00123,858.47,1055.1,0.0,formate dehydrogenase major subunit [EC:1.17.1.9],1584.0
LevilinsaccharoFdhNAD,*,K00123,858.47,1055.1,0.0,formate dehydrogenase major subunit [EC:1.17.1.9],1605.0
LewinelcohaeFdhNAD,*,K00123,858.47,890.6,1.0000000000000001e-268,formate dehydrogenase major subunit [EC:1.17.1.9],1588.0
LitoriaeroNapA,*,K02567,776.8,1114.1,0.0,nitrate reductase (cytochrome) [EC:1.9.6.1],1450.0
LitorilisedimiNapA,*,K02567,776.8,1487.0,0.0,nitrate reductase (cytochrome) [EC:1.9.6.1],1554.0
LitoritaeaneNasA,*,K00372,1068.0,1254.1,0.0,assimilatory nitrate reductase catalytic subunit [EC:1.7.99.-],1512.0
LutiagarPsrA,*,K08352,591.5,853.6,1.1999999999999999e-257,thiosulfate reductase / polysulfide reductase chain A [EC:1.8.5.5],1439.0
LutiflavPsrA,*,K08352,591.5,845.8,2.6999999999999997e-255,thiosulfate reductase / polysulfide reductase chain A [EC:1.8.5.5],1464.0
LutimaribaclitoraNasA,*,K00372,1068.0,1223.8,0.0,assimilatory nitrate reductase catalytic subunit [EC:1.7.99.-],1532.0
LutimaritiPsrA,*,K08352,591.5,843.9,1.0000000000000001e-254,thiosulfate reductase / polysulfide reductase chain A [EC:1.8.5.5],1439.0
LutioceanFdhNAD,*,K00123,858.47,871.3,6.699999999999999e-263,formate dehydrogenase major subunit [EC:1.17.1.9],1602.0
LutioceanPsrA,*,K08352,591.5,850.1,1.2999999999999999e-256,thiosulfate reductase / polysulfide reductase chain A [EC:1.8.5.5],1425.0
LutiprofundiFdhNAD,*,K00123,858.47,865.1,5.1e-261,formate dehydrogenase major subunit [EC:1.17.1.9],1576.0
LutiprofundiNapA,*,K02567,776.8,1127.3,0.0,nitrate reductase (cytochrome) [EC:1.9.6.1],1461.0
LyngbyaaestuarNasC,*,K00367,1035.97,1191.2,0.0,ferredoxin-nitrate reductase [EC:1.7.7.2],1428.0
MagnetospircaucaNapA,*,K02567,776.8,1469.8,0.0,nitrate reductase (cytochrome) [EC:1.9.6.1],1525.0
Magnetospirmagnet1NapA,*,K02567,776.8,1476.5,0.0,nitrate reductase (cytochrome) [EC:1.9.6.1],1532.0
MagnetospirmagnetArrA,*,K08352,591.5,662.3,7.899999999999999e-200,thiosulfate reductase / polysulfide reductase chain A [EC:1.8.5.5],1492.0
MagnetospirmarisNapA,*,K02567,776.8,1474.7,0.0,nitrate reductase (cytochrome) [EC:1.9.6.1],1540.0
Mamelielalba1NasA,*,K00372,1068.0,1235.7,0.0,assimilatory nitrate reductase catalytic subunit [EC:1.7.99.-],1523.0
MamelielalbaFdhNAD,*,K00123,858.47,1065.2,0.0,formate dehydrogenase major subunit [EC:1.17.1.9],1619.0
MangrovimarinPsrA,*,K08352,591.5,822.7,2.6e-248,thiosulfate reductase / polysulfide reductase chain A [EC:1.8.5.5],1449.0
MannehaemoTtrA,*,K08357,722.33,1472.3,0.0,tetrathionate reductase subunit A,1655.0
MannemassilioFdhH,*,K22015,921.03,1265.4,0.0,formate dehydrogenase (hydrogenase) [EC:1.17.98.4 1.17.98.-],1456.0
MannemassilioFdhNAD,*,K00123,858.47,994.2,5.1e-300,formate dehydrogenase major subunit [EC:1.17.1.9],1586.0
MannevariTtrA,*,K08357,722.33,1473.6,0.0,tetrathionate reductase subunit A,1657.0
MarinibreveNapA,*,K02567,776.8,1292.7,0.0,nitrate reductase (cytochrome) [EC:1.9.6.1],1625.0
MariniflexuNapA,*,K02567,776.8,1295.7,0.0,nitrate reductase (cytochrome) [EC:1.9.6.1],1626.0
MarinifragPsrA,*,K08352,591.5,850.5,1e-256,thiosulfate reductase / polysulfide reductase chain A [EC:1.8.5.5],1431.0
MarinithermhydroNapA,*,K02567,776.8,1333.8,0.0,nitrate reductase (cytochrome) [EC:1.9.6.1],1618.0
MarinobacaestNasA,*,K00372,1068.0,1250.9,0.0,assimilatory nitrate reductase catalytic subunit [EC:1.7.99.-],1513.0
MarinobacaromTtrA,*,K08357,722.33,1405.9,0.0,tetrathionate reductase subunit A,1655.0
MarinobacdaepTtrA,*,K08357,722.33,1417.3,0.0,tetrathionate reductase subunit A,1658.0
MarinobacjannaschFdhNAD,*,K00123,858.47,1063.2,0.0,formate dehydrogenase major subunit [EC:1.17.1.9],1641.0
MarinobacrhizoNasA,*,K00372,1068.0,1250.5,0.0,assimilatory nitrate reductase catalytic subunit [EC:1.7.99.-],1500.0
MarinobacsantoriAioA,*,K08356,724.13,1176.4,0.0,arsenite oxidase large subunit [EC:1.20.2.1 1.20.9.1],1521.0
MarinospalkaliArrA,*,K08352,591.5,666.6,4.2e-201,thiosulfate reductase / polysulfide reductase chain A [EC:1.8.5.5],1518.0
MarinospcelereArrA,*,K08352,591.5,666.2,5.400000000000001e-201,thiosulfate reductase / polysulfide reductase chain A [EC:1.8.5.5],1529.0
MarinospinsulTtrA,*,K08357,722.33,1420.2,0.0,tetrathionate reductase subunit A,1667.0
MarinospminuTtrA,*,K08357,722.33,1414.0,0.0,tetrathionate reductase subunit A,1654.0
MarinovumalgiNasA,*,K00372,1068.0,1231.5,0.0,assimilatory nitrate reductase catalytic subunit [EC:1.7.99.-],1536.0
MaripolyPsrA,*,K08352,591.5,838.3,5.0000000000000003e-253,thiosulfate reductase / polysulfide reductase chain A [EC:1.8.5.5],1464.0
MaritimialkaliNasA,*,K00372,1068.0,1244.3,0.0,assimilatory nitrate reductase catalytic subunit [EC:1.7.99.-],1543.0
MarivitageojeNasA,*,K00372,1068.0,1232.0,0.0,assimilatory nitrate reductase catalytic subunit [EC:1.7.99.-],1525.0
MassilialuteaNasA,*,K00372,1068.0,1283.3,0.0,assimilatory nitrate reductase catalytic subunit [EC:1.7.99.-],1553.0
MassilianamucuoFdhNAD,*,K00123,858.47,1072.8,0.0,formate dehydrogenase major subunit [EC:1.17.1.9],1620.0
MassiliatimonaeFdhNAD,*,K00123,858.47,1074.5,0.0,formate dehydrogenase major subunit [EC:1.17.1.9],1619.0
MassiliaumbonNasA,*,K00372,1068.0,1280.6,0.0,assimilatory nitrate reductase catalytic subunit [EC:1.7.99.-],1567.0
MassilmassPsrA,*,K08352,591.5,873.7,9.5e-264,thiosulfate reductase / polysulfide reductase chain A [EC:1.8.5.5],1459.0
MastigorepensNasC,*,K00367,1035.97,1217.0,0.0,ferredoxin-nitrate reductase [EC:1.7.7.2],1423.0
MeiocerbAioA,*,K08356,724.13,1006.1,1.1e-303,arsenite oxidase large subunit [EC:1.20.2.1 1.20.9.1],1571.0
MeiocerbPsrA,*,K08352,591.5,884.1,7.2e-267,thiosulfate reductase / polysulfide reductase chain A [EC:1.8.5.5],1472.0
MeiochliaroFdhNAD,*,K00123,858.47,926.0,1.9999999999999997e-279,formate dehydrogenase major subunit [EC:1.17.1.9],1572.0
MeiotimidusAioA,*,K08356,724.13,1005.1,2e-303,arsenite oxidase large subunit [EC:1.20.2.1 1.20.9.1],1566.0
MeliorirosePsrA,*,K08352,591.5,905.2,3.0000000000000003e-273,thiosulfate reductase / polysulfide reductase chain A [EC:1.8.5.5],1456.0
MelioriroseTtrA,*,K08357,722.33,1099.8,0.0,tetrathionate reductase subunit A,1718.0
MerismoglaucaNasC,*,K00367,1035.97,1209.4,0.0,ferredoxin-nitrate reductase [EC:1.7.7.2],1420.0
MesocricetiintestiFdhH,*,K22015,921.03,1275.3,0.0,formate dehydrogenase (hydrogenase) [EC:1.17.98.4 1.17.98.-],1443.0
MesorhizoalhagiAioA,*,K08356,724.13,1221.2,0.0,arsenite oxidase large subunit [EC:1.20.2.1 1.20.9.1],1543.0
MesorhizometaliAioA,*,K08356,724.13,1199.6,0.0,arsenite oxidase large subunit [EC:1.20.2.1 1.20.9.1],1519.0
MesorhizosoliAioA,*,K08356,724.13,1207.0,0.0,arsenite oxidase large subunit [EC:1.20.2.1 1.20.9.1],1512.0
MesorhizsophoNapA,*,K02567,776.8,1451.2,0.0,nitrate reductase (cytochrome) [EC:1.9.6.1],1520.0
MetallosphyelloTtrA,*,K08357,722.33,933.1,1.9e-281,tetrathionate reductase subunit A,1754.0
MethanobaccongolFdhF420,*,K22516,981.17,1098.8,0.0,formate dehydrogenase (coenzyme F420) alpha subunit [EC:1.17.98.3 1.8.98.6],1381.0
MethanobaccongolFdhF420,*,K00123,858.47,987.3,5.9e-298,formate dehydrogenase major subunit [EC:1.17.1.9],1381.0
Methanobacformici1FdhF420,*,K22516,981.17,1099.8,0.0,formate dehydrogenase (coenzyme F420) alpha subunit [EC:1.17.98.3 1.8.98.6],1384.0
Methanobacformici1FdhF420,*,K00123,858.47,993.8,6.7e-300,formate dehydrogenase major subunit [EC:1.17.1.9],1384.0
MethanobacformiciFdhF420,*,K22516,981.17,1062.7,0.0,formate dehydrogenase (coenzyme F420) alpha subunit [EC:1.17.98.3 1.8.98.6],1384.0
MethanobacformiciFdhF420,*,K00123,858.47,927.8,5.7e-280,formate dehydrogenase major subunit [EC:1.17.1.9],1384.0
MethanobaclacusFdhNAD,*,K05299,1213.8,1264.9,0.0,formate dehydrogenase (NADP+) alpha subunit [EC:1.17.1.10],1591.0
MethanobaclacusFdhNAD,*,K00123,858.47,1014.3,0.0,formate dehydrogenase major subunit [EC:1.17.1.9],1591.0
MethanobacsubterrFwdB,*,K00201,187.4,588.2,8e-178,formylmethanofuran dehydrogenase subunit B [EC:1.2.7.12],1063.0
MethanocaldococfervensFdhF420,*,K22516,981.17,1155.7,0.0,formate dehydrogenase (coenzyme F420) alpha subunit [EC:1.17.98.3 1.8.98.6],1411.0
MethanocaldococfervensFdhF420,*,K00123,858.47,997.2,6.3e-301,formate dehydrogenase major subunit [EC:1.17.1.9],1411.0
MethanocaldococfervensFwdB,*,K00201,187.4,604.0,1.3e-182,formylmethanofuran dehydrogenase subunit B [EC:1.2.7.12],1076.0
MethanocaldococinfernFwdB,*,K00201,187.4,596.8,1.9000000000000002e-180,formylmethanofuran dehydrogenase subunit B [EC:1.2.7.12],1087.0
MethanocaldococjannaschFdhF420,*,K22516,981.17,1113.7,0.0,formate dehydrogenase (coenzyme F420) alpha subunit [EC:1.17.98.3 1.8.98.6],1402.0
MethanocaldococjannaschFdhF420,*,K00123,858.47,973.1,1.0999999999999999e-293,formate dehydrogenase major subunit [EC:1.17.1.9],1402.0
MethanocaldococjannaschFwdB,*,K00201,187.4,604.7,7.4999999999999995e-183,formylmethanofuran dehydrogenase subunit B [EC:1.2.7.12],1081.0
MethanocaldococvulcanFwdB,*,K00201,187.4,609.0,3.8e-184,formylmethanofuran dehydrogenase subunit B [EC:1.2.7.12],1078.0
MethanocelaryoryzaFdhF420,*,K22516,981.17,1103.3,0.0,formate dehydrogenase (coenzyme F420) alpha subunit [EC:1.17.98.3 1.8.98.6],1392.0
MethanocelaryoryzaFdhF420,*,K00123,858.47,994.4,4.4e-300,formate dehydrogenase major subunit [EC:1.17.1.9],1392.0
MethanocelconradiFdhF420,*,K22516,981.17,1127.6,0.0,formate dehydrogenase (coenzyme F420) alpha subunit [EC:1.17.98.3 1.8.98.6],1384.0
MethanocelconradiFdhF420,*,K00123,858.47,1025.6,0.0,formate dehydrogenase major subunit [EC:1.17.1.9],1384.0
MethanocelconradiFwdB,*,K00201,187.4,602.4,3.7000000000000004e-182,formylmethanofuran dehydrogenase subunit B [EC:1.2.7.12],1112.0
MethanococmaripaFdhF420,*,K22516,981.17,1042.4,0.0,formate dehydrogenase (coenzyme F420) alpha subunit [EC:1.17.98.3 1.8.98.6],1406.0
MethanococmaripaFdhF420,*,K00123,858.47,916.5,1.5e-276,formate dehydrogenase major subunit [EC:1.17.1.9],1406.0
MethanococmaripaFdhF420_1,*,K22516,981.17,1078.0,0.0,formate dehydrogenase (coenzyme F420) alpha subunit [EC:1.17.98.3 1.8.98.6],1394.0
MethanococmaripaFdhF420_1,*,K00123,858.47,940.6,7.7e-284,formate dehydrogenase major subunit [EC:1.17.1.9],1394.0
MethanococmaripaFwdB1,*,K00201,187.4,562.6,4.7e-170,formylmethanofuran dehydrogenase subunit B [EC:1.2.7.12],1097.0
MethanococmaripaFwdB2,*,K00201,187.4,582.9,3.1e-176,formylmethanofuran dehydrogenase subunit B [EC:1.2.7.12],1068.0
MethanococmaripaGAPOR,*,K11389,626.53,855.2,2.4e-258,glyceraldehyde-3-phosphate dehydrogenase (ferredoxin) [EC:1.2.7.6],1390.0
MethanococvannieFdhF420,*,K22516,981.17,1076.7,0.0,formate dehydrogenase (coenzyme F420) alpha subunit [EC:1.17.98.3 1.8.98.6],1411.0
MethanococvannieFdhF420,*,K00123,858.47,938.6,3.0999999999999996e-283,formate dehydrogenase major subunit [EC:1.17.1.9],1411.0
MethanococvannieFwdB1,*,K00201,187.4,568.3,8.699999999999999e-172,formylmethanofuran dehydrogenase subunit B [EC:1.2.7.12],1100.0
MethanococvannieFwdB2,*,K00201,187.4,576.2,3.3e-174,formylmethanofuran dehydrogenase subunit B [EC:1.2.7.12],1080.0
MethanococvoltaeFdhF420,*,K22516,981.17,1034.6,0.0,formate dehydrogenase (coenzyme F420) alpha subunit [EC:1.17.98.3 1.8.98.6],1405.0
MethanococvoltaeFdhF420,*,K00123,858.47,900.6,9.7e-272,formate dehydrogenase major subunit [EC:1.17.1.9],1405.0
MethanococvoltaeFdhF420_1,*,K22516,981.17,1101.0,0.0,formate dehydrogenase (coenzyme F420) alpha subunit [EC:1.17.98.3 1.8.98.6],1437.0
MethanococvoltaeFdhF420_1,*,K00123,858.47,972.8,1.3999999999999998e-293,formate dehydrogenase major subunit [EC:1.17.1.9],1437.0
MethanococvoltaeFwdB1,*,K00201,187.4,524.3,1.9e-158,formylmethanofuran dehydrogenase subunit B [EC:1.2.7.12],1103.0
MethanococvoltaeFwdB2,*,K00201,187.4,586.7,2.2999999999999998e-177,formylmethanofuran dehydrogenase subunit B [EC:1.2.7.12],1092.0
MethanocorplabreaFdhF420,*,K22516,981.17,1050.3,0.0,formate dehydrogenase (coenzyme F420) alpha subunit [EC:1.17.98.3 1.8.98.6],1396.0
MethanocorplabreaFdhF420,*,K00123,858.47,929.3,2e-280,formate dehydrogenase major subunit [EC:1.17.1.9],1396.0
MethanocorpparvumFdhF420,*,K22516,981.17,1050.4,0.0,formate dehydrogenase (coenzyme F420) alpha subunit [EC:1.17.98.3 1.8.98.6],1407.0
MethanocorpparvumFdhF420,*,K00123,858.47,932.4,2.4e-281,formate dehydrogenase major subunit [EC:1.17.1.9],1407.0
MethanocullmarisFdhF420,*,K22516,981.17,1055.8,0.0,formate dehydrogenase (coenzyme F420) alpha subunit [EC:1.17.98.3 1.8.98.6],1422.0
MethanocullmarisFdhF420,*,K00123,858.47,952.5,1.9999999999999998e-287,formate dehydrogenase major subunit [EC:1.17.1.9],1422.0
